"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ITXUQHRU","journalArticle","2022","陈学; 王西和; 严涵; 邓朋飞; 丛孟菲; 胡洋; 贾宏涛; 孙霞","有机肥替代氮肥对滴灌冬小麦产量及土壤理化性状的影响","新疆农业大学学报","","1007-8614","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIBpIqpkLPmW8lsx2s8Udyahu3FsYn2gq-EEtNcvZw4-BBnFVCz38JFR8mClsCKf9f2atANxqSCcF5qnaFPe0-UZ475_-eSysYwimYmMvjMtltCeuflO-pfz_xdltki5gEP6QiPsYQt97RgxS7zg1lagKVUSbNiRMmBB__aDG9uqc-62RpQ4u6Q&uniplatform=NZKPT&language=CHS","为了研究不同比例有机肥替代氮肥对土壤理化性状及冬小麦产量的影响，以新冬52号为试验材料，在乌鲁木齐市新疆农科院综合试验场内的“国家灰漠土肥力与肥料效益监测站”进行田间试验，分别设置对照（CK）、单施化肥（CF）、100%有机肥替代氮肥（M）、25%有机肥替代氮肥（CF+M1）、50%有机肥替代氮肥（CF+M2）、75%有机肥替代氮肥（CF+M3）、化肥减施20%（CF-F）7个施肥处理。分析不同处理之间土壤理化性状和小麦产量的变化。结果表明，与CK相比，施用有机肥处理降低了土壤容重，提高了田间持水量，M处理变化最为显著，容重降低幅度19.00%,田间持水量增加幅度42.73%,CF+M3处理土壤毛管孔隙度增加了4.97%;施用有机肥对土壤速效养分和有机质的提升显著，同单施化肥处理比CF+M2处理碱解氮、有效磷分别增加了36.21 mg/kg、15.30 mg/kg, CF+M3处理速效钾增加了126.04 mg/kg。CF+M3处理提高了小麦产量3 061 kg/hm2,当有机肥替代比例为75%时小麦增产显著。合适的有机肥替代比例能够改善土壤理化性状，同时能够增加小麦产量。","2022","2025-08-27 10:43:01","2025-08-27 10:44:24","","144-150","","2","45","","新疆农业大学学报","","","","","","","","zh","","","","","","65-1173/S","","","","","产量; 冬小麦; 土壤肥力; 有机肥替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XVSSN8PN","journalArticle","2022","李苹; 付弘婷; 逄玉万; 唐拴虎; 张木","有机肥配施化肥对柑橘养分吸收及土壤酶活力的影响","中国土壤与肥料","","1673-6257","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKGyNiT7MLOPR15PTCWS7gVlJRaDmufpm6Pj71RaBO4bYucmVi-2epAlI3VbyYvFc1qgpgVKC_ei3z0DVMw_PdUQPbzfTllKJ9BsDYBzd4PdQqzc7gaT5liy2KVXdMxY3kCiWkBrFA57HI0CUGAQA4WBpei1-lLOog-yBfrf_vhKE0ykgQOuQGP&uniplatform=NZKPT&language=CHS","通过开展田间试验研究了有机肥与化肥配合施用对柑橘树体养分吸收及土壤肥力的影响。结果表明，有机肥替代25%化肥及有机肥替代30%化肥处理对柑橘果实具有稳产增产的作用，增产率最高可达9.8%。有机肥替代化肥处理能够满足树体对氮、磷、钾养分的需求，而且还可以增加柑橘树体对部分中微量元素的吸收。两个有机肥替代化肥的处理土壤pH值、有机质含量均得到显著提高，平均提高幅度分别为7.7%、12.4%。有机肥替代化肥处理土壤脲酶、酸性磷酸酶、过氧化氢酶、蔗糖酶、纤维素酶及脱氢酶活力均有显著提升。本研究中，连续2年的有机肥与化肥配合施用不但降低了30%的化学肥料用量，而且对柑橘还具有稳产增产作用以及对土壤肥力具有提升作用。综合效果来看，以有机肥替代30%化肥的处理为最佳。","2022","2025-08-27 10:43:01","2025-08-27 10:44:26","","39-45","","3","","","中国土壤与肥料","","","","","","","","zh","","","","","","11-5498/S","","","","","柑橘; 化肥; 土壤酶活; 养分吸收; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BH7Z4LQI","journalArticle","2022","吉清妹; 吴宇佳; 雷菲; 曾建华; 符传良; 张冬明","秀珍菇菌糠对红心火龙果产量、品质及土壤质量的影响","热带农业科学","","1009-2196","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKCQyQ0iq0-iiMft-JSqg2Um9bkPjffT7NceGjOk7z1NKDsMhE4HYpTj1cYkmgcQD6yRe-U941CT_iPhiDfigSCJR1XHy0T1XuFrG21Pv8iuqyNI6dY216_7nh1ubVHTSlfYkDa57iZKc9QkST2yW7zUaULwoKxNFoopTelIE8F5ukz5Gq2HcuV&uniplatform=NZKPT&language=CHS","为了探明菌糠对火龙果产量、品质及火龙果园土壤理化性质的影响，达到减肥增效作用，以2年生金都红心火龙果为供试材料，化肥氮量减少20%～40%，进行“化肥+菌糠+有机肥”不同用量的5个处理试验，研究在总氮不变的情况下，菌糠、有机肥的有机替化对火龙果产量、品质及土壤的影响。结果表明，施用菌糠能提高火龙果的产量、单果重及果实的可溶性糖、可溶性蛋白、可溶性固形物及果实N、P、K等含量。处理5(40%化肥氮+30%菌糠氮+30%有机肥氮)综合表现最佳，试验结束后，与处理1(100%化肥氮磷钾)相比，土壤pH提高0.2个单位，有机质提高7.74%，碱解氮提高5.54%，有效磷提高8.29%，速效钾提高11.62%，土壤容重降低7.70%，产量提高11.67%，都达到了显著效果。本研究结论为，秀珍菇菌糠能有效改善火龙果园土壤的理化性质，提高火龙果的产量和质量，从而达到节肥增效的作用。","2022","2025-08-27 10:43:01","2025-08-27 10:44:26","","15-22","","2","42","","热带农业科学","","","","","","","","zh","","","","","","46-1038/S","","","","","火龙果产量; 火龙果品质; 菌糠; 施肥量; 土壤理化性状","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F4MXCBT","journalArticle","2022","王明文; 张洋; 胥婷婷; 许显虹; 张荣","有机肥替代氮肥对黄瓜产量、品质及土壤质量的影响","青海大学学报","","1006-8996","10.13901/j.cnki.qhwxxbzk.2022.01.007","https://link.cnki.net/doi/10.13901/j.cnki.qhwxxbzk.2022.01.007","针对青海东部地区黄瓜种植不合理施肥的问题，确定有机肥替代氮肥的最佳比例，为该地区科学施肥提供理论依据。本文以“津绿30”黄瓜为试验材料，采用随机区组设计，研究有机肥替代部分氮肥对黄瓜产量、品质、土壤养分的影响，并采用因子分析法对土壤养分进行评价，寻求最佳替代比例。结果表明：与习惯施肥处理（T7）相比，有机肥替代化肥20%（T3）处理效果较好，黄瓜产量提高59.54%，黄瓜果实的可溶性糖、Vc和粗蛋白含量分别提高16.23%、49.46%和44.44%，改善了产品品质；因子分析法评价土壤养分得出有机肥替代化肥30%（T4）最好，增加了土壤基础养分含量，促进土壤可持续健康发展。综合分析认为，施用N 444 kg/hm2、P2O5570 kg/hm2、K2O 480 kg/hm2，并配施有机肥6 150 kg/hm2是该地区黄瓜种植较为适宜的施肥措施。","2022","2025-08-27 10:43:01","2025-08-27 10:44:27","","49-54","","1","40","","青海大学学报","","","","","","","","zh","","","","","","63-1042/N","","","","","产量; 黄瓜; 品质; 土壤养分; 有机肥替代","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLL7RR3M","journalArticle","2022","张勇; 徐智; 高丽芳; 邓亚琴; 王瑞雪; 王宇蕴","有机类肥料部分替代化肥影响新垦红壤生菜地产量因素的研究","中国农学通报","","1000-6850","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIeDfzs0PLZOu5OeBPToEG5faH-DNPGAiVuD67-REOnzoVPnUELwTIfI2sPcLChqZO62dr9rqRapwZgxgud76OUI2-Bkd3uOHHGaltWaOwbw7aF5DHeyqtbwCCwGzstyZ90dB8p_qxmWWvwqHIOfPYS6FG3r6Q7GDioNzQdMBpnhwEAOeUAjLIO&uniplatform=NZKPT&language=CHS","为探究有机类肥料部分替代化肥影响新垦红壤生菜地产量的因素,按照等量替代20%化肥氮的原则,设置不施肥(CK)、常规化肥(CF)、生物有机肥+80%化肥(B)、精制有机肥+80%化肥(O)、生物有机肥+精制有机肥+80%化肥(B+O)这5个处理,研究其对土壤理化性质、养分吸收量、产量及可持续性指数的影响,利用结构方程模型分析土壤有机质、养分供应与产量的关系,边界线法揭示影响生菜产量的主要因素。结果表明:B、B+O处理较CF处理显著增产28.8%、13.8%;B、O、B+O处理较CF处理氮、钾吸收量显著提高12.9%～29.0%、28.1%～40.6%,产量可持续性指数显著提高10.4%～23.8%,土壤有机质和团聚体显著增加27.0%～53.0%、25.0%～32.4%,容重显著降低7.2%～10.5%;而O、B+O处理较CF处理土壤碱解氮、有效磷和速效钾含量无显著差异。结构方程模型分析表明,通过有机替代主要增加土壤有机质来改善土壤团聚体结构,保障土壤养分的供应,进而提高养分吸收量和产量。边界线分析得出当土壤养有机质为21.05 g/kg,碱解氮为88.07 mg/kg,有效磷为45.17 mg/kg,速效钾为210.51 mg/kg,边界产量达到最大,但是添加精制有机肥对土壤速效养分供应的影响不明显,故土壤有机质是限制边界产量提升的主要因素。本研究表明,生物有机肥替代20%氮肥可明显提高土壤有机质含量,保证土壤养分供应,促进生菜增产。","2022","2025-08-27 10:43:01","2025-08-27 10:44:27","","79-85","","5","38","","中国农学通报","","","","","","","","zh","","","","","","11-1984/S","","","","","边界线分析; 产量; 结构方程模型; 新垦红壤; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZII4VA7","journalArticle","2022","刘芳君; 田亨达; 张畅; 陈雍旭; 李辛; 张晓月; 蔡艳华; 陈虹地","秸秆还田下有机肥替代部分氮肥对玉米产量及土壤理化性状的影响","山西农业科学","","1002-2481","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLs1UOgNA0Et0wdjES7efYlzc8dIxY9iYgxy6zDzoCHWW8ch4GW_QkeUfd5qi_3r-OIz97kzlOfcurG07M6GWvuVsLkzomGmzS6IPXuolEkQCEZED78tzmniGgcvVsPeO4XrWsK-gzIe7gzpbmkuH1lIIK9fK6NMsoaLkgqBqVHHBC1a_6n9MGV&uniplatform=NZKPT&language=CHS","为研究秸秆还田条件下有机肥替代部分氮肥对土壤培肥和玉米产量的效果,在长春市选择连年秸秆还田试验地,在等氮条件下设置不施肥、单施化肥和施用3种有机肥(鸡粪堆肥、猪粪堆肥和商品有机肥)替代氮肥等14个处理,测定了土壤有机质含量、土壤速效养分及玉米产量等指标。结果表明,随着有机肥替代化肥比例的增加,土壤容重呈下降趋势,鸡粪替代100%氮肥处理(CM100)、猪粪替代100%氮肥处理(PM100)、商品有机肥替代100%氮肥处理(COF100)容重较100%化肥对照(CF)分别减少6.6%、5.3%、5.3%;在0～20 cm土层,鸡粪替代25%氮肥处理(CM25)的土壤有机质含量最高,比CF提高6.2%;CM25处理的玉米产量比CF降低1.2%,与其他处理相比减产最少;施用3种有机肥替代化肥处理对土壤速效养分没有贡献,均无显著性差异。综合比较,替代量为鸡粪25%～50%的效果最佳,在保证产量的同时,也改善了土壤环境,保护黑土地。","2022","2025-08-27 10:43:01","2025-08-27 10:44:28","","78-83","","1","50","","山西农业科学","","","","","","","","zh","","","","","","14-1113/S","","","","","秸秆还田; 土壤速效养分; 土壤有机质含量; 有机肥; 玉米产量","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKRVB85N","journalArticle","2022","朱利霞; 曹萌萌; 桑成琛; 陈如冰; 徐思薇; 李俐俐; 刘天学","生物有机肥替代化肥对玉米土壤肥力及酶活性的影响","四川农业大学学报","","1000-2650","10.16036/j.issn.1000-2650.202107017","https://link.cnki.net/doi/10.16036/j.issn.1000-2650.202107017","【目的】明确生物有机肥部分替代化肥对夏玉米土壤养分及酶活性的影响，改善过量化肥施用导致土壤肥力下降的问题。【方法】以浚单20为供试玉米品种，设置生物有机肥、化肥不同替代比例（CF,100%化肥氮；BF5,95%化肥氮+5%生物有机肥氮；BF10,90%化肥氮+10%生物有机肥氮；BF20,80%化肥氮+20%生物有机肥氮；BF30,70%化肥氮+30%生物有机肥氮），系统研究不同处理对土壤有机质、全氮、脲酶、蔗糖酶、碱性磷酸酶、过氧化氢酶活性和玉米产量的影响。【结果】化肥减量配施生物有机肥显著增加土壤有机质和全氮含量，其中BF30处理有机质和全氮含量增幅最大，分别为25.43%和31.87%。土壤速效养分含量的增幅随生物有机肥配施量的增加先增加后减少，BF20处理碱解氮、有效磷和速效钾含量最高。生物有机肥部分替代化肥下脲酶和过氧化氢酶活性较单施化肥分别增加了15.13%～24.72%和76.83%～89.02%。生物有机肥配施明显增加土壤蔗糖酶和碱性磷酸酶活性，其增幅分别为4.61%～28.93%和6.96%～23.48%，其中BF20处理对土壤酶活性的增加作用最为显著。生物有机肥替代化肥后玉米产量显著增加，BF20处理增幅最大，达到23.79%。【结论】生物有机肥部分替代化肥可以提高土壤肥力和玉米产量，以生物有机肥氮替代20%化肥氮为较佳。","2022","2025-08-27 10:43:01","2025-08-27 10:44:29","","67-72","","1","40","","四川农业大学学报","","","","","","","","zh","","","","","","51-1281/S","","","","","生物有机肥; 土壤酶活性; 土壤有机质; 玉米产量","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IJLEW76","journalArticle","2021","张勇; 徐智; 邓亚琴; 王瑞雪; 高丽芳; 王宇蕴","有机类肥料部分替代化肥条件下新垦红壤团聚体变化特征及其与土壤养分供应的关系","西南农业学报","","1001-4829","10.16213/j.cnki.scjas.2021.12.019","https://link.cnki.net/doi/10.16213/j.cnki.scjas.2021.12.019","【目的】探究新垦红壤团聚体的变化特征及其与土壤养分供应的关系,为土壤的培肥改良提供科学依据。【方法】从适量减少化肥投入的角度,以等量替代20%化肥氮为原则,设置不施肥(A)、常规化肥(B)、生物有机肥+80%化肥(C)、精制有机肥+80%化肥(D)、生物有机肥+精制有机肥+80%化肥(E)共5个处理,研究有机类肥料部分替代化肥对团聚体有机碳及其贡献率的影响,解释新垦红壤团聚体的变化特征,揭示土壤养分与团聚体变化之间的关系。【结果】配施有机肥处理较常规施肥处理能明显改善红壤团聚体结构和稳定性。有机替代条件下,施有机肥处理增加了大于0.25 mm粒径土壤水稳性团聚体的百分含量,0.25 mm以上粒径的百分含量增幅为6.3%～88.6%。与常规施肥处理相比,配施有机肥处理的平均重量直径(MWD)显著增加,而团聚体破坏率(PAD)降低范围为12.2%～25.9%。配施有机肥处理较常规施肥处理提高了团聚体中有机碳含量,且团聚体有机碳对土壤有机碳的贡献率综合提高了5.2%～11.0%,并以生物有机肥+80%化肥最为明显。相关性分析表明,土壤养分与团聚体呈显著正相关关系。【结论】有机类肥料部分替代化肥主要通过增加土壤有机碳含量来提高红壤团聚体稳定性,改良红壤团聚结构,保证土壤养分的供应。","2021","2025-08-27 10:43:01","2025-08-27 10:44:29","","2685-2690","","12","34","","西南农业学报","","","","","","","","zh","","","","","","51-1213/S","","","","","部分替代; 速效养分; 土壤有机碳; 团聚体特征; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9HUMQSL","journalArticle","2021","王明文; 张洋; 胥婷婷; 许显虹; 张荣","有机肥替代化肥对大蒜产量、品质及土壤养分的影响","青海农林科技","","1004-9967","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLWEB4-RzIXg6hVFjKY4wFvTkdfVG4ntZ6x_HV9tqOjvIXw65IS7eGiCb5lqmxD0gNj-i05e7oQFGIuPTu8_uIH9e7cUhM64k4A4fazeynN_QhhP7zVjeAJ699Bo9icWPTRACHIPSTOo_Q1uDl8GhCOfgLwM-LA6EjsxPuflL-6fZmuKRWJmaVr&uniplatform=NZKPT&language=CHS","为了确定青海东部地区紫皮大蒜有机肥替代化肥的最佳比例,以""乐都紫皮大蒜""为试验材料,研究有机肥部分替代化肥对大蒜产量、品质、土壤养分的影响,并采用因子分析法对土壤养分进行评价,寻求最佳替代比例。结果表明:（1）与习惯施肥处理（T6）相比,有机肥替代化肥40%（T2）处理效果较好,大蒜产量较习惯施肥提高15.93%,大蒜VC、可溶性糖和可溶性蛋白含量分别较习惯施肥提高35.5mg/kg、2.7%和3.7%,改善了产品品质;（2）因子分析法评价土壤养分得出有机肥替代化肥100%（T5）和有机肥替代化肥40%（T2）较好。综合分析认为,施用N198kg/hm2、P2O5279kg/hm2、K2O93kg/hm2,并配施有机肥6600kg/hm2,即有机肥替代化肥40%（T2）处理是该地区大蒜种植较为适宜的施肥措施。","2021","2025-08-27 10:43:01","2025-08-27 10:44:30","","74-79","","4","","","青海农林科技","","","","","","","","zh","","","","","","63-1028/S","","","","","产量; 大蒜; 品质; 土壤养分; 有机替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRYZUKLK","journalArticle","2021","李文; 魏廷虎; 阿保地; 永措巴占; 才仁塔次; 周玉海; 李文浩; 郭卫兴; 张雁平","化肥减施配合有机肥对高寒区燕麦营养品质和土壤养分的影响","草地学报","","1007-0435","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIROnQOq5_fB0FcJtWHtJGvBwr9Oe_qV6Ue0Ajcd_apf1xJ9SnmOJ2hEJth5VOtfpGaksr66-Tce2I_w6JsigY9G7qaq-15PVg7MQEv7DRLaMLMpQXraSYf8uEWhjkBgX8GUOhiFOP90aV86FZNNCuXYl_DjcBRt8lNRN8kY03lWlTkltFtsET8&uniplatform=NZKPT&language=CHS","为探究化肥减施配合有机肥对燕麦(Avena sativa)营养品质和土壤养分的影响,本研究设置单施化肥(CF)、单施生物有机肥(OF)、化肥减施50%+50%生物有机肥(COF)、不施肥(CK)4个处理,于2019—2020年研究了4个处理下燕麦生产性能、营养品质、土壤养分含量和经济效益。结果表明:施肥显著提高了燕麦干草产量、高度和茎粗,干草产量和高度分别在COF和CF处理最高;施肥显著提高了燕麦粗蛋白、粗脂肪含量和相对饲喂价值,连续两年均在COF处理最高;施肥显著降低了粗灰分、酸性和中性洗涤纤维含量;施肥显著提高了0～10 cm层土壤有机质、全氮、全磷、速效氮、速效磷和速效钾含量,速效养分含量均在COF处理最高;净经济效益在CF最高,COF次之,OF最低。TOPSIS模型综合分析表明,化肥减施50%+50%生物有机肥处理不但能使燕麦保持较高的生产力和牧草营养品质,还可显著提高土壤养分含量和净经济效益,是适宜于高寒区燕麦人工草地的施肥选择。","2021","2025-08-27 10:43:01","2025-08-27 10:44:31","","2878-2886","","12","29","","草地学报","","","","","","","","zh","","","","","","11-3362/S","","","","","高寒区; 化肥减施; 土壤养分; 燕麦; 营养品质; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPYUYHGT","journalArticle","2021","张久明; 匡恩俊; 刘亦丹; 迟凤琴; 张一雯; 宿庆瑞; 石艳香","有机肥替代不同比例化肥对土壤有机碳组分的影响","麦类作物学报","","1009-1041","","https://link.cnki.net/urlid/61.1359.S.20211207.0856.010","东北黑土是我国宝贵的耕地资源,是重要的商品粮基地。为了明确东北春麦区有机肥替代化肥的最佳用量,提升土壤质量,在田间开展了有机肥替代部分化学氮肥研究,试验共设不施肥（CK）、有机肥替代100%化学氮肥（M）、有机肥替代50%化学氮肥（M1N1）、有机肥替代25%化学氮肥（M2N2）和全化学氮肥处理（N）5个处理,分析了不同化肥处理对小麦收获期耕层土壤（0～20 cm）有机碳组分的影响。结果表明,土壤总有机碳含量以M处理最高,为24.30 g·kg-1;N处理下土壤全氮含量显著高于其他处理,为2.70g·kg-1;施用有机肥能够增加土壤C/N比例。有机无机配施能显著增加土壤活性有机碳组分含量,土壤ROC和MBC含量均以M2N2处理含量最高,分别为4.69 g·kg-1及317.40 mg·kg-1;土壤DOC含量以M处理最高,为325.97 mg·kg-1,M2N2处理次之,为307.83 mg·kg-1;土壤POC含量以M1N1处理最高,为1.38 g·kg-1。分析土壤有机碳组分对施肥的敏感性指数得出,各活性碳SI值均高于SOC,以M2N2处理下MBC的敏感性最高。经相关性分析,ROC、MBC、POC之间存在极显著相关关系（P<0.01）。在东北春小麦种植区域,采用有机肥替代25%～50%化肥能够增加土壤有机碳组分含量,提高C/N。MBC对施肥反应最为敏感,可作为指示该地区土壤有机物早期变化的指示物。","2021","2025-08-27 10:43:01","2025-08-27 10:44:32","","1534-1540","","12","41","","麦类作物学报","","","","","","","","zh","","","","","","61-1359/S","","","","","活性碳; 敏感指数; 有机肥; C/N比","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPIK84GR","journalArticle","2021","张冬梅; 高娃; 姚慧静; 袁鹤; 赵晓军; 李凯; 毕采利","加工型辣椒增施有机肥减施化肥研究","安徽农业科学","","0517-6611","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIFFgFYWANOyq0GpDeTPvrBEyRakVXI7yT6gJj0HqWD7OdwKRiflkhxQFoKzX8z3evPDWI_dcH3C91-8Jp7F1DI5FIU3vaDdBFW5awDnGLuBQkmHY_WMoa7RmWRoRNMAdQrTtHkq-kcA0UI2RFNOLY9MciycgoBLz2F4bNsvmy7-nlKdyvwTYCq&uniplatform=NZKPT&language=CHS","为了改善土壤质量,研究有机肥替代化肥对辣椒产量及果实中硝酸盐含量的影响,以""北京红3号""加工型辣椒为试验材料,采用大田试验方法,研究常规处理(T1)、1/3有机氮+2/3无机氮(T2)、全部有机氮(T3)、空白处理(T4)对辣椒生长、产量及品质的影响。结果表明,增施有机氮肥减施化肥可不同程度上提高辣椒产量,与常规处理相比,没有减产现象,可提高土壤有机质含量,降低土壤EC值,降低辣椒硝酸盐含量,且有机氮肥全部替代无机氮肥降低硝酸盐含量最多。综上所述,增施有机肥,合理减施氮肥,可以保证作物产量稳定,同时增加土壤有机质含量,有效改善土壤质量。对减轻农业面源污染、改善生态环境、发展可持续农业有积极作用。","2021","2025-08-27 10:43:01","2025-08-27 10:44:32","","182-184","","23","49","","安徽农业科学","","","","","","","","zh","","","","","","34-1076/S","","","","","土壤理化性状; 土壤EC值; 硝酸盐; 有机氮替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCI9IUIU","journalArticle","2021","程煜; 乔若楠; 丁运韬; 董勤各; 冯浩; 张体彬","化肥减量和有机替代对重度盐渍土水盐特性及向日葵水氮利用效率的影响","植物营养与肥料学报","","1008-505X","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIDTU3DF_fwPP9-z-uwQy3Sf4a8tQ0UMmnIEPpOSV4Ev3GEiVPcuyDlcKyGhm5HuSPA4_HNqVMyhif21QndJ-aNrNemCbHN0wIO6Khqk2QSYwNW5RSKKRZUX2h-LbdfLAxHqyVaIk6JIEFZoKPTtXBGEQKUKImr_QPxAyFlz312eQrLHbMUmcDk&uniplatform=NZKPT&language=CHS","【目的】研究有机肥氮替代化肥氮对盐渍化农田土壤水盐特性及作物生长的影响,为河套灌区盐渍化农田作物生产的高质量发展提供理论依据和技术支撑。【方法】本研究针对河套灌区重度盐渍土于2019—2020年开展连续2年的田间试验。在同一施氮量（N 180 kg/hm2）下,设置不施有机肥（OF0）及有机肥氮分别替代化肥氮施用量的50%（OF1）和100%（OF2）处理,以不施肥为对照（CK）。测定不同时期土壤容重、质量含水率及饱和浸提液电导率（ECe）,同时在向日葵收获后测定籽粒产量及产量性状。【结果】有机替代可以降低土壤容重和提高土壤孔隙度,经过两年的田间试验后,OF1和OF2处理0—40 cm土层土壤容重分别为1.46和1.43 g/cm3,较2019年播种前分别降低了3.97%和5.92%,土壤孔隙度较2019年播种前分别提高了4.94%和7.90%（P<0.05）。有机替代显著改善盐渍土水盐特性,OF1和OF2处理显著提高了土壤含水率,OF1处理土壤含水率分别较OF0、OF2和CK提高了5.34%、3.65%和10.55%（P<0.05）。两季向日葵生育末期OF2处理0—100 cm土层土壤ECe均值为6.77 dS/m,分别较OF0、OF1处理降低了44.10%、11.61%（P<0.05）。有机替代提高了向日葵籽粒产量及水分利用效率,OF1处理较OF0、OF2和CK分别增产9.47%、7.52%和62.90%（P<0.05）,分别提高净收益7.02%、23.12%和65.00%（P<0.05）;OF1处理水分利用效率较OF0、OF2和CK分别提高了17.50%、9.52%和73.82%（P<0.05）。此外,OF1处理较OF0与OF2处理显著提高了氮素偏生产力和氮素农学效率（P<0.05）。【结论】有机肥替代化肥能够改良河套灌区重度盐渍土土壤结构,改善作物根区土壤水盐环境,提高产量及水氮利用效率。但是有机肥全部替代化学氮肥降低了向日葵的生产效益,也没有显著提高向日葵的水肥利用效率。在当前推荐的氮磷钾肥基础上（N 180 kg/hm2）,有机肥氮替代50%化肥氮在河套灌区重度盐渍土上是可行的施肥措施。","2021","2025-08-27 10:43:01","2025-08-27 10:44:33","","1981-1992","","11","27","","植物营养与肥料学报","","","","","","","","zh","","","","","","11-3996/S","","","","","水氮利用效率; 土壤水盐; 向日葵产量; 有机替代; 重度盐渍土","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
