"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V2GGN8ZY","journalArticle","2011","Miao, Yuxin; Stewart, Bobby A.; Zhang, Fusuo","Long-term experiments for sustainable nutrient management in China. A review","Agronomy for Sustainable Development","","1774-0746","10.1051/agro/2010034","","China is facing one of the largest challenges of this century to continue to increase annual cereal production to about 600 Mt by 2030 to ensure food security with shrinking cropland and limited resources, while maintaining or improving soil fertility, and protecting the environment. Rich experiences in integrated and efficient utilization of different strategies of crop rotation, intercropping, and all possible nutrient resources accumulated by Chinese farmers in traditional farming systems have been gradually abandoned and nutrient management shifted to over-reliance on synthetic fertilizers. China is now the world's largest producer, consumer and importer of chemical fertilizers. Overapplication of nitrogen (N) is common in intensive agricultural regions, and current N-uptake efficiency was reported to be only 28.3, 28.2 and 26.1% for rice, wheat and maize, respectively, and less than 20% in intensive agricultural regions and for fruit trees or vegetable crops. In addition to surface and groundwater pollution and greenhouse gas emissions, over-application of N fertilizers has caused significant soil acidification in major Chinese croplands, decreasing soil pH by 0.13 to 2.20. High yield as a top priority, small-scale farming, lack of temporal synchronization of nutrient supply and crop demand, lack of effective extension systems, and hand application of fertilizers by farmers are possible reasons leading to the over-application problems. There is little doubt that current nutrient management practices are not sustainable and more efficient management systems need to be developed. A review of long-term experiments conducted around the world indicated that chemical fertilizer alone is not enough to improve or maintain soil fertility at high levels and the soil acidification problem caused by overapplication of synthetic N fertilizers can be reduced if more fertilizer N is applied as NO (3) (-) relative to ammonium- or urea-based N fertilizers. Organic fertilizers can improve soil fertility and quality, but long-term application at high rates can also lead to more nitrate leaching, and accumulation of P, if not managed well. Well-managed combination of chemical and organic fertilizers can overcome the disadvantages of applying single source of fertilizers and sustainably achieve higher crop yields, improve soil fertility, alleviate soil acidification problems, and increase nutrient-use efficiency compared with only using chemical fertilizers. Crop yield can be increased through temporal diversity using crop rotation strategies compared with continuous cropping and legume-based cropping systems can reduce carbon and nitrogen losses. Crop yield responses to N fertilization can vary significantly from year to year due to variation in weather conditions and indigenous N supply, thus the commonly adopted prescriptive approach to N management needs to be replaced by a responsive in-season management approach based on diagnosis of crop growth, N status and demand. A crop sensor-based in-season site-specific N management strategy was able to increase Nuptake efficiency by 368% over farmers' practices in the North China Plain.Combination of these well-tested nutrient management principles and practices with modern crop management technologies is needed to develop sustainable nutrient management systems in China that can precisely match field-to-field and year-to-year variability in nutrient supply and crop demand for both single crops and crop rotations to not only improve nutrient-use efficiency but also increase crop yieldand protect the environment. In addition, innovative and effective extension and service-providing systems to assist farmers in adopting and applying new management systems and technologies are also crucially important for China to meet the grand challenge of food security, nutrient-use efficiency and sustainable development.","2011-04","2025-08-27 10:53:09","2025-08-27 10:59:59","2011-04-01","397-414","","2","31","","Agron. Sustainable Dev.","","","","","","","","en","","","","WOS:000289791300013","","","438 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43S7Q9S7","journalArticle","2025","Li, Hanting; Fan, Zhilong; Hu, Falong; Yin, Wen; Wang, Qiming; Wang, Guocui; Cao, Weidong; He, Wei; Chai, Qiang; Yao, Tuo","Intercropping maize with leguminous green manure can compensate for the losses in grain yield and N uptake caused by a reduced N supply","Journal of Integrative Agriculture","","2095-3119","10.1016/j.jia.2024.11.038","","A critical challenge for global food security and sustainable agriculture is enhancing crop yields while reducing chemical N inputs. Improving N use efficiency in crops is essential for increasing agricultural productivity. The aim of this study was to evaluate the impacts of intercropping maize with leguminous green manure on grain yield and N utilization under reduced N-fertilization conditions. A field experiment with a split-plot design was conducted in northwestern China from 2018 to 2021. The main plots consisted of two cropping systems: maize-common vetch intercropping (IM) and sole maize (SM). The subplots had three N levels: zero N application (N0, 0 kg ha-1), a 25% reduction from the traditional chemical N supply (N1, 270 kg ha-1), and the traditional chemical N supply (N2, 360 kg ha-1). The results showed that the negative effects of N reduction on maize grain yield and N uptake were compensated by intercropping leguminous green manure, and the improvements increased with cultivation years. The integrated system involving maize-leguminous green manure intercropping and a reduced N supply enhanced N translocation from maize vegetative organs to grains and increased the nitrate reductase and glutamine synthetase activities in maize leaves. The supercompensatory effect in maize leaves increased year by year, reaching values of 16.1, 21.3, and 25.5% in 2019, 2020, and 2021, respectively. These findings suggest that intercropping maize with leguminous green manure under reduced chemical N input can enhance N assimilation and uptake in maize. By using this strategy, chemical fertilizer is effectively replaced by leguminous green manure, thereby improving N use efficiency and maintaining stable yields in the maize-based intercropping system.","2025-07","2025-08-27 10:53:09","2025-08-27 10:57:38","2025-06-28","2826-2840","","7","24","","J. Integr. Agric.","","","","","","","","en","","","","WOS:001514608700001","","","1 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZ96U9J9","journalArticle","2023","Banotra, Monika; Nandan, Brij; Kumar, Rakesh","Effect of differential substitution of nutrients through organics on growth, quality, nutrient uptake and economics of green gram (vigna radiata) in shiwalik foothill region","Legume Research","","0250-5371","10.18805/LR-4257","","Background: Green gram is one of the ancient and third important conventional pulse crop cultivated throughout India and acclimatized over wide range of agro-climatic zones for its multipurpose uses. Furthermore, imbalanced and inappropriate use of inorganic nutrients worsened the soil resource base by reducing the population of beneficial micro-organisms and also deteriorated the quality of the crops. Increased health consciousness among the masses has augmented the demand for safe and quality foods for which a comprehensive food production technology needs to be developed with emphasises on quality enhancement and yield stability. In fact, it is not affordable for an average Indian farmer to jump immediately from inorganic source of nutrients to organics in their crop production as it may lead to unbearable drastic reduction in crop yields in the initial years. This may become possible through the progressive substitution of organic sources of nutrients in place of in organics to meet crop nutrient requirement for attaining higher and stable crop yield of better quality with an improvement in soil health. Therefore, the present study was carried out to evaluate the effects of differential substitution of nutrients through organics on growth, yield, quality, nutrient uptake and economics of green gram in Shiwalik foothill region.Methods: In this field experiment conducted during summer 2016 and 2017, at SKUAST-Jammu, Main Campus Chatha with green gram variety SML-668 on sandy clay loam soil. The experiment was laid out in randomized block design with sixteen treatments during both the years using recommended package and practices.Result: The result of the study concluded that RDF and 75% NPK +25% N through Vermicompost and FYM (1:1) were adjudged as the best treatments with regard to crop growth parameters, yield and yield attributes, net returns and benefit cost ratio where as highest crop quality traits were realized where in 100% N was substituted through FYM followed by Vermicompost and Vermicompost and FYM (1:1). Treatment 100% N was substituted through FYM was adjudged as the best treatment in improving crop quality traits and soil properties. Further, for substitution of nutrients, green gram, for immediate shifting from in organics to organics combination of Vermicompost and FYM (1:1) can be the best option for early realization of yield at par with recommended dose of fertilizer.","2023-07","2025-08-27 10:53:09","2025-08-27 10:56:38","2023-08-27","862-868","","7","46","","Legume Res.","","","","","","","","en","","","","WOS:001046052500008","","","0 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTFHPSNA","journalArticle","2007","Montemurro, Francesco; Maiorana, Michele; Convertini, Grazia; Ferri, Donato","Alternative sugar beet production using shallow tillage and municipal solid waste fertiliser","Agronomy for Sustainable Development","","1774-0746","10.1051/agro:2006032","","The application of conventional agricultural practices, e. g. deep soil tillage and repeated, plentiful mineral fertilisation, can lead to a progressive deterioration of soil fertility, especially in Mediterranean environments characterised by scanty rains and high summer temperatures. As a consequence, to maintain high levels of both crop productivity and soil organic matter and to improve some soil properties, a reduction of agricultural inputs and a greater supply of organic material are needed. In the light of these considerations, we carried out a two-year field experiment in Southern Italy to determine the effects of reduced soil tillage and municipal solid waste compost application on growth parameters, production and quality of sugar beet crops, and on both soil chemical characteristics and mineral nitrogen deficit. Two soil tillage depths were compared: conventional tillage, till 40-45 cm and shallow tillage, at 15-20 cm. Within each soil tillage, the following N-fertilising strategies were tested: (1) mineral fertilisation, with 100 kg N ha(-1); (2) organic fertilisation with municipal solid waste compost at 100 kg N ha(-1); (3) mixed fertilisation, with 50% of organic N as municipal solid waste compost, and 50% of mineral N; and (4) slow-release organic-mineral N fertiliser, at 100 kg N ha(-1). All these treatments were compared with a lower level of mineral fertiliser at 50 kg N ha(-1), and with an unfertilised control. Our findings show first the absence of a significant difference in root and sucrose yields between reduced tillage and deep tillage; as shown by roots (36.02 t ha(-1)) and sucrose (3.41 t ha(-1)) yields for reduced tillage and 35.76 and 3.51 t ha(-1), respectively, for the deepest tillage. Secondly, among the N treatments, the mixed organic-mineral N fertilisation gave productions statistically not diffierent from mineral N fertilisation; as shown by root yields (36.38 versus 36.40 tha(-1)) and sucrose yields ( 3.56 versus 3.65 t ha(-1)). Third, the mixed organic-mineral N induced a reduction of 13.2% in a-amino N content by comparison with the mineral treatment of 100 kg N ha-1. Fourth, our results showed that the applications of the municipal solid waste compost increased the extracted and the humified organic carbon by +27.7 and +25.4%, compared with the mineral fertiliser, and did not raise the content of heavy metals. These findings highlighted that in Southern Italy it is sustainable to adopt alternative sugar beet production, safeguarding crops' quantitative and qualitative performance, decreasing the production costs and using the natural resources better.","2007-06","2025-08-27 10:53:09","2025-08-27 10:56:19","2007-04-01","129-137","","2","27","","Agron. Sustainable Dev.","","","","","","","","en","","","","WOS:000246473000007","","","22 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZLQ927YF","journalArticle","2025","Wang, Rongsheng; Wang, Chenguang; Liu, Tao; Chen, Yijia; Liu, Bin; Xiao, Junbo; Luo, Yunmi; Chen, Lei","Effects of different organic materials and reduced nitrogen fertilizer application on sorghum yield and soil nutrients","Scientific Reports","","2045-2322","10.1038/s41598-025-90584-1","","Rapeseed and sorghum, important economic crops in China, generate abundant straw resources. However, studies examining the effects of straw return combined with reduced nitrogen fertilization on soil quality are still insufficient to meet the precise fertilization needs, necessitating further research. This study employed two treatments: rapeseed straw plus sorghum straw (LT) and rapeseed green manure plus sorghum straw (YGT) returned to the soil. Nitrogen was applied at three rates: 0%, 70% of the conventional amount (0.7CK) and the conventional fertilization (CK). Meanwhile, conventional fertilization was used as a control. Over three consecutive years, this experiment investigated the impact of these treatments on sorghum yield and soil nutrient properties, evaluating overall soil quality and individual soil fertility components. Straw return significantly improved soil quality, with enhancements ranging from 6.5 to 61.4% compared to the CK. The LT + 0.7CK and YGT + 0.7CK produced relatively higher yields, increasing by 10.9% and 10.49% respectively over the CK. Moreover, the comprehensive soil quality of these two treatments is also relatively high, and the comprehensive soil quality of both is at the same level. However, the absence of rapeseed yield in the YGT + 0.7CK treatment during the rapeseed season suggests that LT + 0.7CK is a more economically viable fertilization approach. Soil fertility evaluations indicated that the LT + 0.7CK treatment did not meet the third-level farmland nutrient standards for available potassium, organic matter, total phosphorus, and total potassium. Future fertilization strategies should continue incorporating organic fertilizers and further research to enhance soil phosphorus and potassium contents, thus improving fertilization schemes. This study provides valuable insights for the sustainable utilization of straw resources and the reduction of chemical fertilizers in the Yangtze River Basin.","2025-02-26","2025-08-27 10:53:09","2025-08-27 10:56:47","2025-03-08","","","1","15","","Sci. Rep.","","","","","","","","en","","","","WOS:001435248900013","","","1 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SSP2G3R","journalArticle","2009","David, Mark B.; Mclsaac, Gregory F.; Darmody, Robert G.; Omonode, Rex A.","Long-term changes in mollisol organic carbon and nitrogen","Journal of Environmental Quality","","0047-2425","10.2134/jeq2008.0132","","Conversions of Mollisols from prairie to cropland and subsequent changes in crop production practices in the Midwestern USA have resulted in changes in soil organic matter. Few studies have used archived samples, long-term resampling of soils to a depth of I m, and space for time studies to document these changes. We resampled soils by depth (0-100 cm) in fields at 19 locations in central Illinois on poorly drained Mollisols that were in corn (Zea mays L.) and soybean (Glycine max L. Merr.) rotations, were tile drained, and had no known history of manure application in recent decades. Three fields were paired with virgin prairie remnants, two had grass borders that were sampled, and 16 had been previously sampled in 1901 to 1904 or 1957 under various land uses (virgin prairie, cultivation, grass cover). The soils had large amounts of C and N in the profile, with mean values of 179 Mg C ha(-1) and 16.1 Mg N ha(-1) for the 18 cultivated fields sampled in 2001 and 2002. We confirmed a large reduction in organic C and total N pools from conversion of prairies to annual cultivation and artificial drainage and documented no change in these organic matter pools of cultivated soils during the period of synthetic fertilizer use (1957-2002). Cultivated fields had soil C and N concentrations typically 30 to 50% less than virgin prairie soils. Smaller but significant declines in C and N concentrations were found when comparing 1900s cultivated fields to concentrations in 2002, after another 100 yr of cultivation, and in comparing 1957 grass covered fields that had been converted to annual cultivation before 2002. The reduction in organic matter after cultivation of prairies occurred mostly in the cop 50 cm of soil, with evidence of translocation of C and N from these upper layers to the 50- to 100-cm depth, possibly enhanced by tile drainage. For these Mollisols, declines in organic matter were likely completed by the 1950s, with organic matter pools in a steady state under the production practices in place from the late 1950s through 2002.","2009-02","2025-08-27 10:53:09","2025-08-27 11:00:03","2009-01-01","200-211","","1","38","","J. Environ. Qual.","","","","","","","","en","","","","WOS:000262483500023","","","81 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYUY47C6","journalArticle","2018","Recio, Jaime; Vallejo, Antonio; Le-Noe, Julia; Garnier, Josette; Garcia-Marco, Sonia; Manuel Alvarez, Jose; Sanz-Cobena, Alberto","The effect of nitrification inhibitors on NH3 and N2O emissions in highly N fertilized irrigated mediterranean cropping systems","Science of the Total Environment","","0048-9697","10.1016/j.scitotenv.2018.04.294","","There is an increasing concern about the negative impacts associated to the release of reactive nitrogen (N) from highly fertilized agro-ecosystems. Ammonia (NH3) and nitrous oxide (N2O) are harmful N pollutants that may contribute both directly and indirectly to global warming. Surface applied manure, urea and ammonium (NH4+) based fertilizers are important anthropogenic sources of these emissions. Nitrification inhibitors (NIs) have been proposed as a useful technological approach to reduce N2O emission although they can lead to large NH3 losses due to increasing NH4 pool in soils. In this context, a field experiment was carried out in a maize field with aiming to simultaneously quantify NH3 volatilization and N2O emission, assessing the effect of two NIs 3,4 dimethilpyrazol phosphate (DMPP) and 3,4 dimethylpyrazole succinic acid (DMPSA). The first treatment was pig slurry (PS) before seeding (50 kg N ha 1)and calcium ammonium nitrate (CAN) a top-dressing (150 kg N ha(-1)), and the second was DMPP diluted in PS (PS + DMPP) (50 kg N ha(-1))and CAN + DMPSA (150 kg N ha(-1))also before seeding and at top-dressing, respectively. Ammonia emissions were quantified by a micrometeorological method during 20 days after fertilization and N2O emissions were assessed using manual static chambers during all crop period. The treatment with NIs was effective in reducing c. 30% cumulative N2O losses. However, considering only direct N2O emissions after second fertilization event, a significant reduction was not observed using CAN+DMPSA, probably because high WFPS of soil, driven by irrigation, favored denitrification. Cumulative NH3 losses were not significantly affected by NIs. Indeed, NH3 volatilization accounted 14% and 10% of N applied in PS + DMPP and PS plots, respectively and c. 2% of total N applied in CAN+DMPSA and CAN plots. Since important NH3 losses still exist even although abating strategies are implemented, structural and political initiatives are needed to face this issue. (C) 2018 The Authors. Published by Elsevier B.V.","2018-09-15","2025-08-27 10:53:09","2025-08-27 10:59:41","2018-12-28","427-436","","","636","","Sci. Total Environ.","","","","","","","","en","","","","WOS:000436599000041","","","91 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMSACSM9","journalArticle","2017","Sinha, S. K.; Kumar, Vipin; Jha, C. K.","Effect of integrated use of bio-compost and nitrogen on productivity and soil properties of sugarcane plant-ratoon system in calcareous soil","Sugar Tech","","0972-1525","10.1007/s12355-016-0501-7","","A field experiment was conducted for three consecutive seasons on sugarcane plant-ratoon system during years 2008-2014 at crop research farm, Dr. Rajendra Prasad Central Agricultural University, Pusa, Bihar to evaluate the integrated effect of bio-compost and nitrogen on productivity and soil properties in calcareous soil. The distribution of different fractions of soil nitrogen viz. exchangeable NH4 (+)-N, hydrolysable NH4 (+)-N, hexoseamine-N, amino acid-N, unidentified-N and status of total-N were determined. The significant increase in number of millable cane (NMC) and cane yield was recorded in the treatments receiving bio-compost in combination with fertilizer-N over control both in plant and ratoon crops. The highest number of NMC (90.7 x 10(3)/ha), cane yield (74.14 t/ha) and sugar yield (7.72 t/ha) of plant was recorded in treatments receiving 50% N through bio-compost +50% N through inorganic fertilizer. The residual effect of treatment receiving 50% N through bio-compost and 50% N through inorganic fertilizer was also pronounced on NMC (83.90 x 10(3)/ha), yield (69.70 t/ha) and sugar yield (7.42 t/ha). Further, application of 100, 125 and 150% N through bio-compost resulted in gradual decrease in yield of plant, but on the contrary, it increased by 6-7% in ratoon crop as compared to plant cane. The uptake of nutrients varied significantly. The highest sugar yield (plant and ratoon) was recorded in treatment receiving 50% N through bio-compost +50% N through inorganic fertilizer. Addition of bio-compost either alone or in combination with inorganic fertilizer-N significantly improved organic carbon and availability of nutrients (N, P, K and S) with reduction in bulk density of post-harvest soil over control. The highest organic carbon (6.2 g/kg) and N (281.6 kg/ha), P2O5 (26.3 kg/ha), K2O (129.5 kg/ha) and S (33.6 kg/ha) was recorded in treatment receiving 150% N through bio-compost. The bulk density varied from 1.33 to 1.42 g/cm(3). The EC increased while pH decreased with increasing levels of bio-compost. The significant improvement in microbial population was also recorded in bio-compost treated plots. After third crop cycle of sugarcane cropping system, application of bio-compost either alone or in combination with fertilizer significantly increased all the forms of N-fraction over control. Among the various N-fractions, non-hydrolysable-N was the dominant N-fraction.","2017-10","2025-08-27 10:53:09","2025-08-27 10:56:39","2017-08-22","485-491","","5","19","","Sugar Tech","","","","","","","","en","","","","WOS:000407081800005","","","7 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUE24CXY","journalArticle","2024","Zhu, Wenbin; Yin, Bin; Su, Lianghu; Liu, Chenwei; Zhang, Longjiang; Wang, Lei","The improvement of soil properties in rice cropping systems using an integrated fertilization method to increase rice yield","Soil Use and Management","","0266-0032","10.1111/sum.13073","","The global food crisis provides an impetus for agricultural green transformation via optimized fertilization methods. While organic substitution, green manure incorporation, and targeted fertilization sites have individually shown promise in enhancing rice yield, there is still a gap between optimized fertilization methods and achieving sustainable rice production. To explore the factors influencing rice yield across different fertilization strategies, we conducted a field experiment in Southern China encompassing five treatments, such as CK (no N input), RN (broadcasting urea with recommended N rates), RON (broadcasting organic-inorganic fertilizer with recommended N rates), RONS (side-deep placement of organic-inorganic fertilizer with recommended N rates), and RONSA (coupled RONS with Azolla [Azolla pinnata R. Brown]). Using a Minimum Data Set approach, we identified the primary variables influencing soil properties and rice production, with a focus on soil physicochemical characteristics and bacterial communities. Further, the soil properties index (SPI), calculated by multiplying the linear score with the weight of each variable, served as an indicator of soil properties variations. Our findings revealed that RONSA significantly increased the SPI by 21.1% compared with RN, predominantly because of higher soil labile organic carbon (LOC) and available N (SAN) fractions (p < .05). N uptake in rice plants (23.9%-28.4%) increased dramatically under RONSA leading to higher rice yield (11.0%-16.9%) and NUE (30.2%-36.1%) than RN (p < .05). The enhancement in soil properties, characterized by increased LOC, SAN fractions, and bacterial community diversity, was essential in boosting rice yields, with dissolved inorganic N emerging as the dominant contributor. In summary, our results highlight the effectiveness of integrated fertilization approaches in enhancing soil properties, subsequently leading to improved rice yields and NUE. This fertilizer strategy holds promise for guiding field fertilization practices and advancing sustainable rice production.","2024-04","2025-08-27 10:53:09","2025-08-27 10:57:44","2024-06-18","","","2","40","","Soil Use Manage.","","","","","","","","en","","","","WOS:001239070100001","","","3 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAHQQFHE","journalArticle","2016","Zhang Dabin; Yao Pengwei; Zhao Na; Yu Changwei; Cao Weidong; Gao Yajun","Contribution of green manure legumes to nitrogen dynamics in traditional winter wheat cropping system in the loess plateau of China","European Journal of Agronomy","","1161-0301","10.1016/j.eja.2015.09.012","","Excessive application of N fertilizer in pursuit of higher yields is common due to poor soil fertility and low crop productivity. However, this practice causes serious soil depletion and N loss in the traditional wheat cropping system in the Loess Plateau of China. Growing summer legumes as the green manure (GM) crop is a viable solution because of its unique ability to fix atmospheric N-2. Actually, little is known about the contribution of GM N to grain and N utilization in the subsequent crop. Therefore, we conducted a four-year field experiment with four winter wheat-based rotations (summer fallow-wheat, Huai bean-wheat, soybean-wheat, and mung bean-wheat) and four nitrogen fertilizer rates applied to wheat (0, 108, 135, and 162 kg N/ha) to investigate the fate of GM nitrogen via decomposition, utilization by wheat, and contribution to grain production and nitrogen economy through GM legumes. Here we showed that GM legumes accumulated 53-76 kg N/ha per year. After decomposing for approximately one year, more than 32 kg N/ha was released from GM legumes. The amount of nitrogen released via GM decomposition that was subsequently utilized by wheat was 7-27 kg N/ha. Incorporation of GM legumes effectively replaced 13-48% (average 31%) of the applied mineral nitrogen fertilizer. Additionally, the GM approach during the fallow period reduced the risk of nitrate-N leaching to depths of 0-100 cm and 100-200 cm by 4.8 and 19.6 kg N/ha, respectively. The soil nitrogen pool was effectively improved by incorporation of GM legumes at the times of wheat sowing. Cultivation of leguminous GM during summer is a better option than bare fallow to maintain the soil nitrogen pool, and decrease the rates required for N fertilization not only in the Loess Plateau of China but also in other similar dryland regions worldwide. (C) 2015 Elsevier B.V. All rights reserved,","2016-01","2025-08-27 10:53:09","2025-08-27 10:56:32","2015-12-30","47-55","","","72","","Eur. J. Agron.","","","","","","","","en","","","","WOS:000366063000006","","","61 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDQWX2WR","journalArticle","2024","Wang, Chao; Guo, Long; Cai, Ze Jiang; Chen, Juan; Shen, Ren Fang","Different contributions of rare microbes to driving soil nitrogen cycles in acidic soils under manure fertilization","Applied Soil Ecology","","0929-1393","10.1016/j.apsoil.2024.105281","","Organic manure can substantially improve soil fertility and influence soil microbes. Despite the pivotal role of Ncycling microbes in agro-ecosystems, little is known about the importance of rare microbes to N cycles in acidic soils under manure fertilization. Here, we conducted a 11 -year field experiment in which chemical N fertilizers were substituted with swine manure at different doses in an acidic soil. We investigated soil biological N fixation (BNF), potential nitrification rate (PNR), denitrifying enzyme activity (DEA), and associated microbial communities (diazotrophs, ammonia oxidizing bacteria (AOB), ammonia oxidizing archaea (AOA), and nirK- and nirS-type denitrifiers). With the increase of manure dose, BNF, PNR, DEA and abundances of soil N-cycling functional genes significantly increased. Manure application changed whole and subgroup (abundant, intermediate, and rare taxa) community structures of these N-cycling microbes and increased Shannon indexes of AOA, AOB and nirK-type denitrifiers but not diazotrophs and nirS-type denitrifiers. The community structures and Shannon variations of rare AOA and AOB subgroups highly contributed to PNR and subgroup community structures of rare nirK- and nirS-type denitrifiers were significantly related to DEA, but rare diazotrophs did not contribute to BNF. In the co-occurrence networks of AOA, AOB, nirK- and nirS-type denitrifiers, most keystone species were rare taxa, and the positive edge numbers belonging to rare taxa were positively related to PNR and DEA. Manure-derived microbial species provided the very low contributions to community dissimilarities of these soil N-cycling microbes. Our findings suggested that rare microbes made surprisingly important contributions to soil nitrification and denitrification rather than N-fixation in manured acidic soils.","2024-04","2025-08-27 10:53:09","2025-08-27 10:56:35","2024-03-13","","","","196","","Appl. Soil Ecol.","","","","","","","","en","","","","WOS:001172044500001","","","5 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGKPHELM","journalArticle","2021","Huang, Xianlei; Shi, Boyang; Wang, Shu; Yin, Changbin; Fang, Linna","Mitigating environmental impacts of milk production via integrated maize silage planting and dairy cow breeding system: a case study in China","Journal of Cleaner Production","","0959-6526","10.1016/j.jclepro.2021.127343","","Environmental impacts of milk production are depending on the production efficiency of livestock and cropland. A mode of integrated maize silage planting and dairy breeding system (IPBS) has been widely promoted in China, as a promising way to recycle manure, reduce chemical fertilizer consumption and improve soil quality. However, quantitative environmental impacts and mitigation potential of this system remains unclear. In this study, based on life cycle assessment (LCA), environmental performance of non-IPBS and IPBS were compared: nonIPBS only involved dairy cow breeding, whereas maize silage planting was incorporated in IPBS. Results indicated that, although 60% of the surveyed dairy farms adopted IPBS, the self-sufficiency rate of maize silage was 57%. Compared with non-IPBS, IPBS had apparent potential in reducing global warming potential (-14%), acidification potential (-10%), eutrophication potential (-18%), non-renewable energy use (-10%), water use (-8%) and land use (-13%). It is estimated that, in China, 81% of dairy farms could adopt IPBS, resulting in a reduction of approximately 21% in greenhouse gas (GHG) emissions to compared with current situation, but the premise is that 2.0 million ha cropland should be applied for maize silage cultivation. Interestingly, environmental performance of IPBS was affected by the self-sufficiency rate of maize silage and restricted by milk yield and maize silage yield. Thus, mitigation of environmental impacts of milk production could be realized by combining a short-term strategy of increasing maize silage planting area in dairy farms and a long-term plan for technological improvements in the yield of crop and milk.","2021-08-01","2025-08-27 10:53:09","2025-08-27 10:58:56","2021-07-02","","","","309","","J. Cleaner Prod.","","","","","","","","en","","","","WOS:000662993400004","","","30 citations (Crossref/DOI) [2025-08-27]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
